,Dishwasher,Furnace,Home office,Fridge,Wine cellar,Garage door,Barn,Well,Microwave
2016-01-01 05:00:00,4.383749999999999e-06,0.08405548612500002,0.04928902778750001,0.0419900000125,0.007891319479166667,0.01313819445,0.03341534720000001,0.0010161806208333335,0.0031861805500000024
2016-01-01 06:00:00,1.3134583333333335e-05,0.1596986805625,0.0423799305625,0.03698131942916666,0.007383055537499999,0.013029583341666665,0.0329159027625,0.0009938888458333338,0.0031558334416666666
2016-01-01 07:00:00,2.5006666666666662e-05,0.23325791667083334,0.04309666667916667,0.037226458345833324,0.007379791662499999,0.013069027708333328,0.032612361079166666,0.0009970138500000007,0.003148611120833336
2016-01-01 08:00:00,4.3895133333333326e-05,0.26471847215,0.043084236120833334,0.04603145838333334,0.007379791662499999,0.013045347216666664,0.032603402766666664,0.0009797221625000008,0.003155694508333335
2016-01-01 09:00:00,4.3895133333333326e-05,0.26471847215,0.043084236120833334,0.04603145838333334,0.007379791662499999,0.013045347216666664,0.032603402766666664,0.0009797221625000008,0.003155694508333335
2016-01-01 10:00:00,7.242752916666666e-05,0.29434354170000004,0.041463819445833355,0.0380480555625,0.007133125020833331,0.012871944412500003,0.03120909725416668,0.0009900694041666673,0.0031279167166666693
2016-01-01 11:00:00,7.242752916666666e-05,0.29434354170000004,0.041463819445833355,0.0380480555625,0.007133125020833331,0.012871944412500003,0.03120909725416668,0.0009900694041666673,0.0031279167166666693
2016-01-01 12:00:00,7.242752916666666e-05,0.29434354170000004,0.041463819445833355,0.0380480555625,0.007133125020833331,0.012871944412500003,0.03120909725416668,0.0009900694041666673,0.0031279167166666693
2016-01-01 13:00:00,7.242752916666666e-05,0.29434354170000004,0.041463819445833355,0.0380480555625,0.007133125020833331,0.012871944412500003,0.03120909725416668,0.0009900694041666673,0.0031279167166666693
2016-01-01 14:00:00,3.979736666666666e-05,0.16198173609166663,0.04367611114583334,0.03099215282083334,0.007026458374999998,0.012824097250000001,0.029291319416666673,0.0010026388541666672,0.003342847158333333
2016-01-01 15:00:00,6.121250000000001e-06,0.09079986108333332,0.04796666669166667,0.044697291683333334,0.0072429166416666645,0.012845902808333337,0.03113902779166667,0.000997916608333334,0.003346666595833333
2016-01-01 16:00:00,3.979736666666666e-05,0.17579756943749997,0.04156812503750001,0.044697291683333334,0.007026458374999998,0.012845902808333337,0.029926944441666672,0.0010026388541666672,0.0033541665916666658
2016-01-01 17:00:00,0.00010472666249999995,0.20064277769166666,0.040398888808333325,0.020644305537499998,0.006643194470833336,0.012650833341666667,0.030006597220833334,0.0009169444291666669,0.003936527775
2016-01-01 18:00:00,6.722582500000003e-05,0.3256194444416667,0.03994611111666667,0.04573152774583334,0.006703333358333335,0.012538333324999994,0.031932361108333335,0.0009849304750000005,0.003999722270833336
2016-01-01 19:00:00,0.00011347512916666665,0.3256194444416667,0.040055555570833346,0.04215388889583333,0.006703333358333335,0.012538333324999994,0.036153124995833334,0.0009849304750000005,0.0040150000291666686
2016-01-01 20:00:00,0.00011347512916666665,0.3256194444416667,0.040055555570833346,0.04215388889583333,0.006703333358333335,0.012538333324999994,0.036153124995833334,0.0009849304750000005,0.0040150000291666686
2016-01-01 21:00:00,7.930930416666669e-05,0.2772097222791667,0.04006229169166667,0.04370722222083332,0.006782361104166668,0.012577430537499995,0.036153124995833334,0.0009929860375000005,0.0040150000291666686
2016-01-01 22:00:00,6.424555416666669e-05,0.288859444375,0.042563819408333335,0.04159479163749999,0.0074531944416666674,0.012473819445833331,0.037291666633333324,0.0010178473374999998,0.004024513970833335
2016-01-01 23:00:00,6.424555416666669e-05,0.288859444375,0.042563819408333335,0.04159479163749999,0.0074531944416666674,0.012473819445833331,0.037291666633333324,0.0010178473374999998,0.004024513970833335
2016-01-02 00:00:00,3.5141391666666664e-05,0.2786259721791666,0.04321124999583334,0.0422948611625,0.007944027745833332,0.012598125020833332,0.03692979166666668,0.001001111108333334,0.0033961111250000015
2016-01-02 01:00:00,3.5141391666666664e-05,0.2786259721791666,0.042885486104166676,0.026984444479166675,0.007886249983333335,0.012602847233333332,0.03692979166666668,0.0009969443958333334,0.003211111108333335
2016-01-02 02:00:00,7.436666666666667e-06,0.11154506949166666,0.04629986112916668,0.04616180549999999,0.007263263891666667,0.012878611195833334,0.03422125001666666,0.0010059028083333334,0.003192986179166668
2016-01-02 03:00:00,7.436666666666667e-06,0.11154506949166666,0.04629986112916668,0.04616180549999999,0.007263263891666667,0.012878611195833334,0.03422125001666666,0.0010059028083333334,0.003192986179166668
2016-01-02 04:00:00,7.786666666666664e-06,0.10440993063749998,0.043202430545833365,0.04616180549999999,0.007263263891666667,0.012878611195833334,0.03422125001666666,0.0010059028083333334,0.003192638925000001
2016-01-02 05:00:00,7.786666666666664e-06,0.10440993063749998,0.043202430545833365,0.04616180549999999,0.007263263891666667,0.012878611195833334,0.03422125001666666,0.0010059028083333334,0.003192638925000001
2016-01-02 06:00:00,0.0001484785375,0.3756562499583334,0.04455875002083332,0.033321458358333333,0.007037013887499997,0.012955555575000003,0.034344305541666675,0.001007569516666667,0.004040902808333332
2016-01-02 07:00:00,5.5214312499999995e-05,0.18595611116666666,0.04253340278333333,0.00505548605,0.007037013887499997,0.012937291649999998,0.03373548611666667,0.0009334028000000003,0.003196944304166669
2016-01-02 08:00:00,0.00014472324583333335,0.18595611116666666,0.041836944425,0.009298819429166667,0.006994999999999999,0.012937291649999998,0.034344305541666675,0.0009265972583333334,0.004065069470833334
